,rank,lForm,lemma,frequency,pmw,roma,syll,mora,K_acc_A,K_acc_B,wType_和,wType_外,wType_漢,pos_副詞,pos_動詞,pos_名詞,pos_形容詞,len_syll_1,len_syll_2,len_syll_3,len_syll_4,len_syll_5,len_mora_1,len_mora_2,len_mora_3,len_mora_4,len_mora_5,len_mora_6,len_mora_7
575,1000,キマル,決まる,9455,90.3812351,kimaru,"['キ', 'マ', 'ル']","['キ', 'マ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
579,661,キメル,決める,14049,134.2957136,kimeru,"['キ', 'メ', 'ル']","['キ', 'メ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
628,365,キル,切る,23697,226.5218539,kiru,"['キ', 'ル']","['キ', 'ル']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
629,1138,キル,着る,8469,80.9559683,kiru,"['キ', 'ル']","['キ', 'ル']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
631,2781,キレル,切れる,3207,30.6560149,kireru,"['キ', 'レ', 'ル']","['キ', 'レ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
655,1725,クウ,食う,5483,52.4125132,kuu,['クウ'],"['ク', 'ウ']",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
663,125,クダサル,下さる,72328,691.3901612,kudasaru,"['ク', 'ダ', 'サ', 'ル']","['ク', 'ダ', 'サ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
675,2561,クム,組む,3542,33.8583115,kumu,"['ク', 'ム']","['ク', 'ム']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
680,1626,クラス,暮らす,5824,55.6721643,kurasu,"['ク', 'ラ', 'ス']","['ク', 'ラ', 'ス']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
683,700,クラベル,比べる,13420,128.2830434,kuraberu,"['ク', 'ラ', 'ベ', 'ル']","['ク', 'ラ', 'ベ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
686,1037,クリカエス,繰り返す,9164,87.5995387,kurikaesu,"['ク', 'リ', 'カエ', 'ス']","['ク', 'リ', 'カ', 'エ', 'ス']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
688,43,クル,来る,238115,2276.163702,kuru,"['ク', 'ル']","['ク', 'ル']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
692,137,クレル,呉れる,66113,631.9803911,kureru,"['ク', 'レ', 'ル']","['ク', 'レ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
696,630,クワエル,加える,14785,141.3312069,kuwaeru,"['ク', 'ワエ', 'ル']","['ク', 'ワ', 'エ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
698,2729,クワワル,加わる,3284,31.3920652,kuwawaru,"['ク', 'ワ', 'ワ', 'ル']","['ク', 'ワ', 'ワ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
726,2116,ケス,消す,4431,42.3563461,kesu,"['ケ', 'ス']","['ケ', 'ス']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
825,687,コエル,越える,13692,130.883117,koeru,"['コ', 'エ', 'ル']","['コ', 'エ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
854,471,コタエル,答える,19269,184.194185,kotaeru,"['コ', 'タエ', 'ル']","['コ', 'タ', 'エ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
862,836,コトナル,異なる,11375,108.7346959,kotonaru,"['コ', 'ト', 'ナ', 'ル']","['コ', 'ト', 'ナ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
865,2397,コトワル,断る,3836,36.6686851,kotowaru,"['コ', 'ト', 'ワ', 'ル']","['コ', 'ト', 'ワ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
873,1015,コマル,困る,9358,89.454003,komaru,"['コ', 'マ', 'ル']","['コ', 'マ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
875,2708,コメル,込める,3310,31.6406016,komeru,"['コ', 'メ', 'ル']","['コ', 'メ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
884,1006,コロス,殺す,9438,90.2187305,korosu,"['コ', 'ロ', 'ス']","['コ', 'ロ', 'ス']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
921,881,サガス,探す,10882,104.0220625,sagasu,"['サ', 'ガ', 'ス']","['サ', 'ガ', 'ス']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
923,2061,サガル,下がる,4563,43.6181466,sagaru,"['サ', 'ガ', 'ル']","['サ', 'ガ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
927,2034,サク,咲く,4624,44.2012513,saku,"['サ', 'ク']","['サ', 'ク']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
938,1675,サケブ,叫ぶ,5646,53.9706455,sakebu,"['サ', 'ケ', 'ブ']","['サ', 'ケ', 'ブ']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
939,1500,サケル,避ける,6331,60.518625,sakeru,"['サ', 'ケ', 'ル']","['サ', 'ケ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
940,1988,サゲル,下げる,4761,45.5108472,sageru,"['サ', 'ゲ', 'ル']","['サ', 'ゲ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
941,1678,ササエル,支える,5617,53.6934318,sasaeru,"['サ', 'サエ', 'ル']","['サ', 'サ', 'エ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
942,1284,サス,差す,7528,71.9608607,sasu,"['サ', 'ス']","['サ', 'ス']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
945,2459,サソウ,誘う,3717,35.5311529,sasou,"['サ', 'ソウ']","['サ', 'ソ', 'ウ']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
946,626,サダメル,定める,14822,141.6848934,sadameru,"['サ', 'ダ', 'メ', 'ル']","['サ', 'ダ', 'メ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
963,2370,サル,去る,3891,37.1944353,saru,"['サ', 'ル']","['サ', 'ル']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1038,447,シタガウ,従う,20000,191.1818829,shitagau,"['シ', 'タ', 'ガウ']","['シ', 'タ', 'ガ', 'ウ']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1065,567,シヌ,死ぬ,16081,153.7197929,shinu,"['シ', 'ヌ']","['シ', 'ヌ']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1069,2072,シハラウ,支払う,4542,43.4174056,shiharau,"['シ', 'ハ', 'ラウ']","['シ', 'ハ', 'ラ', 'ウ']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1076,93,シマウ,仕舞う,98178,938.4927448,shimau,"['シ', 'マウ']","['シ', 'マ', 'ウ']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1079,343,シメス,示す,24856,237.600844,shimesu,"['シ', 'メ', 'ス']","['シ', 'メ', 'ス']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1080,1004,シメル,占める,9441,90.2474078,shimeru,"['シ', 'メ', 'ル']","['シ', 'メ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1081,2599,シメル,締める,3487,33.3325613,shimeru,"['シ', 'メ', 'ル']","['シ', 'メ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1091,2137,シャベル,喋る,4385,41.9166278,shaberu,"['シャ', 'ベ', 'ル']","['シャ', 'ベ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1203,864,シラベル,調べる,10975,104.9110582,shiraberu,"['シ', 'ラ', 'ベ', 'ル']","['シ', 'ラ', 'ベ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1206,139,シル,知る,64503,616.5902495,shiru,"['シ', 'ル']","['シ', 'ル']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1207,1983,シルス,記す,4771,45.6064382,shirusu,"['シ', 'ル', 'ス']","['シ', 'ル', 'ス']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1209,218,シレル,知れる,39167,374.4010403,shireru,"['シ', 'レ', 'ル']","['シ', 'レ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1251,2542,スウ,吸う,3577,34.1928798,suu,['スウ'],"['ス', 'ウ']",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1257,294,スギル,過ぎる,29289,279.9763084,sugiru,"['ス', 'ギ', 'ル']","['ス', 'ギ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1260,1913,スグレル,優れる,4942,47.2410433,sugureru,"['ス', 'グ', 'レ', 'ル']","['ス', 'グ', 'レ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1263,1329,スゴス,過ごす,7211,68.9306279,sugosu,"['ス', 'ゴ', 'ス']","['ス', 'ゴ', 'ス']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1265,619,ススム,進む,14972,143.1187575,susumu,"['ス', 'ス', 'ム']","['ス', 'ス', 'ム']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1266,718,ススメル,進める,13077,125.0042741,susumeru,"['ス', 'ス', 'メ', 'ル']","['ス', 'ス', 'メ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1267,817,ススメル,勧める,11684,111.688456,susumeru,"['ス', 'ス', 'メ', 'ル']","['ス', 'ス', 'メ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1276,1444,ステル,捨てる,6565,62.755453,suteru,"['ス', 'テ', 'ル']","['ス', 'テ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1282,738,スム,済む,12810,122.451996,sumu,"['ス', 'ム']","['ス', 'ム']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1283,786,スム,住む,12038,115.0723753,sumu,"['ス', 'ム']","['ス', 'ム']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1285,8,スル,為る,2563860,24508.17911,suru,"['ス', 'ル']","['ス', 'ル']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1286,979,スワル,座る,9661,92.3504085,suwaru,"['ス', 'ワ', 'ル']","['ス', 'ワ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1347,2262,セマル,迫る,4095,39.1444905,semaru,"['セ', 'マ', 'ル']","['セ', 'マ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1383,2467,ソウ,沿う,3695,35.3208529,sou,['ソウ'],"['ソ', 'ウ']",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1411,2292,ソダツ,育つ,4043,38.6474176,sodatsu,"['ソ', 'ダ', 'ツ']","['ソ', 'ダ', 'ツ']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1412,1718,ソダテル,育てる,5510,52.6706087,sodateru,"['ソ', 'ダ', 'テ', 'ル']","['ソ', 'ダ', 'テ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1416,2465,ソナエル,備える,3699,35.3590892,sonaeru,"['ソ', 'ナエ', 'ル']","['ソ', 'ナ', 'エ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1424,2766,ソロウ,揃う,3235,30.9236696,sorou,"['ソ', 'ロウ']","['ソ', 'ロ', 'ウ']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1471,2474,タエル,耐える,3688,35.2539392,taeru,"['タエ', 'ル']","['タ', 'エ', 'ル']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1472,2704,タオレル,倒れる,3315,31.6883971,taoreru,"['タオ', 'レ', 'ル']","['タ', 'オ', 'レ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1475,2364,タカマル,高まる,3899,37.2709081,takamaru,"['タ', 'カ', 'マ', 'ル']","['タ', 'カ', 'マ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1476,2085,タカメル,高める,4512,43.1306328,takameru,"['タ', 'カ', 'メ', 'ル']","['タ', 'カ', 'メ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1481,2642,タシカメル,確かめる,3429,32.7781338,tashikameru,"['タ', 'シ', 'カ', 'メ', 'ル']","['タ', 'シ', 'カ', 'メ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1483,171,ダス,出す,49359,471.8273278,dasu,"['ダ', 'ス']","['ダ', 'ス']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1485,2075,タスケル,助ける,4539,43.3887283,tasukeru,"['タ', 'ス', 'ケ', 'ル']","['タ', 'ス', 'ケ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1486,1074,タズネル,尋ねる,8906,85.1332924,tazuneru,"['タ', 'ズ', 'ネ', 'ル']","['タ', 'ズ', 'ネ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1487,2785,タズネル,訪ねる,3198,30.5699831,tazuneru,"['タ', 'ズ', 'ネ', 'ル']","['タ', 'ズ', 'ネ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1491,1772,タタカウ,戦う,5339,51.0360036,tatakau,"['タ', 'タ', 'カウ']","['タ', 'タ', 'カ', 'ウ']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1492,1871,タタク,叩く,5063,48.3976936,tataku,"['タ', 'タ', 'ク']","['タ', 'タ', 'ク']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1494,1991,タチアガル,立ち上がる,4750,45.4056972,tachiagaru,"['タ', 'チ', 'ア', 'ガ', 'ル']","['タ', 'チ', 'ア', 'ガ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1496,384,タツ,立つ,22598,216.0164094,tatsu,"['タ', 'ツ']","['タ', 'ツ']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1497,972,タツ,経つ,9705,92.7710087,tatsu,"['タ', 'ツ']","['タ', 'ツ']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1503,699,タテル,立てる,13447,128.5411389,tateru,"['タ', 'テ', 'ル']","['タ', 'テ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1510,792,タノシム,楽しむ,11935,114.0877886,tanoshimu,"['タ', 'ノ', 'シ', 'ム']","['タ', 'ノ', 'シ', 'ム']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1511,1318,タノム,頼む,7275,69.5424099,tanomu,"['タ', 'ノ', 'ム']","['タ', 'ノ', 'ム']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1516,266,タベル,食べる,32739,312.9551832,taberu,"['タ', 'ベ', 'ル']","['タ', 'ベ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1521,2025,ダマル,黙る,4642,44.373315,damaru,"['ダ', 'マ', 'ル']","['ダ', 'マ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1524,2214,タモツ,保つ,4200,40.1481954,tamotsu,"['タ', 'モ', 'ツ']","['タ', 'モ', 'ツ']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1528,2253,タリル,足りる,4122,39.4025861,tariru,"['タ', 'リ', 'ル']","['タ', 'リ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1554,276,チガウ,違う,31012,296.4466276,chigau,"['チ', 'ガウ']","['チ', 'ガ', 'ウ']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1556,1345,チカヅク,近付く,7081,67.6879456,chikazuku,"['チ', 'カ', 'ヅ', 'ク']","['チ', 'カ', 'ヅ', 'ク']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1608,130,ツカウ,使う,68889,658.5164364,tsukau,"['ツ', 'カウ']","['ツ', 'カ', 'ウ']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1609,1656,ツカム,掴む,5727,54.7449322,tsukamu,"['ツ', 'カ', 'ム']","['ツ', 'カ', 'ム']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1610,1782,ツカレル,疲れる,5316,50.8161445,tsukareru,"['ツ', 'カ', 'レ', 'ル']","['ツ', 'カ', 'レ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1613,1686,ツキアウ,付き合う,5605,53.5787227,tsukiau,"['ツ', 'キ', 'アウ']","['ツ', 'キ', 'ア', 'ウ']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1616,187,ツク,付く,44047,421.0494197,tsuku,"['ツ', 'ク']","['ツ', 'ク']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1617,1932,ツク,着く,4876,46.610143,tsuku,"['ツ', 'ク']","['ツ', 'ク']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1619,2257,ツクス,尽くす,4105,39.2400815,tsukusu,"['ツ', 'ク', 'ス']","['ツ', 'ク', 'ス']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1621,155,ツクル,作る,57888,553.3568418,tsukuru,"['ツ', 'ク', 'ル']","['ツ', 'ク', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1622,185,ツケル,付ける,44215,422.6553475,tsukeru,"['ツ', 'ケ', 'ル']","['ツ', 'ケ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1623,2423,ツゲル,告げる,3791,36.2385259,tsugeru,"['ツ', 'ゲ', 'ル']","['ツ', 'ゲ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1625,802,ツタエル,伝える,11849,113.2657065,tsutaeru,"['ツ', 'タエ', 'ル']","['ツ', 'タ', 'エ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1626,2187,ツタワル,伝わる,4275,40.8651275,tsutawaru,"['ツ', 'タ', 'ワ', 'ル']","['ツ', 'タ', 'ワ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1631,2128,ツツム,包む,4397,42.0313369,tsutsumu,"['ツ', 'ツ', 'ム']","['ツ', 'ツ', 'ム']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1633,1792,ツトメル,勤める,5282,50.4911353,tsutomeru,"['ツ', 'ト', 'メ', 'ル']","['ツ', 'ト', 'メ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1634,1980,ツトメル,努める,4775,45.6446745,tsutomeru,"['ツ', 'ト', 'メ', 'ル']","['ツ', 'ト', 'メ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1635,1299,ツナガル,繋がる,7399,70.7277376,tsunagaru,"['ツ', 'ナ', 'ガ', 'ル']","['ツ', 'ナ', 'ガ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1636,2515,ツナグ,繋ぐ,3619,34.5943617,tsunagu,"['ツ', 'ナ', 'グ']","['ツ', 'ナ', 'グ']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1638,2385,ツブヤク,呟く,3858,36.8789852,tsubuyaku,"['ツ', 'ブ', 'ヤ', 'ク']","['ツ', 'ブ', 'ヤ', 'ク']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1641,2233,ツマル,詰まる,4160,39.7658316,tsumaru,"['ツ', 'マ', 'ル']","['ツ', 'マ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1647,927,ツレル,連れる,10276,98.2292514,tsureru,"['ツ', 'レ', 'ル']","['ツ', 'レ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1651,1776,デアウ,出会う,5328,50.9308536,deau,"['デ', 'アウ']","['デ', 'ア', 'ウ']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1668,1313,デカケル,出掛ける,7314,69.9152146,dekakeru,"['デ', 'カ', 'ケ', 'ル']","['デ', 'カ', 'ケ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1676,50,デキル,出来る,209481,2002.4486,dekiru,"['デ', 'キ', 'ル']","['デ', 'キ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1687,110,デル,出る,80695,771.3711019,deru,"['デ', 'ル']","['デ', 'ル']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1712,1744,トウ,問う,5429,51.8963221,tou,['トウ'],"['ト', 'ウ']",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1744,1063,トオス,通す,8978,85.8215472,toosu,"['トオ', 'ス']","['ト', 'オ', 'ス']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1746,1544,トオル,通る,6122,58.5207743,tooru,"['トオ', 'ル']","['ト', 'オ', 'ル']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1767,2433,トジル,閉じる,3769,36.0282258,tojiru,"['ト', 'ジ', 'ル']","['ト', 'ジ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1774,1360,トドク,届く,7016,67.0666045,todoku,"['ト', 'ド', 'ク']","['ト', 'ド', 'ク']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1775,2803,トトノエル,整える,3169,30.2927693,totonoeru,"['ト', 'ト', 'ノ', 'エ', 'ル']","['ト', 'ト', 'ノ', 'エ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1776,2810,トドマル,留まる,3165,30.254533,todomaru,"['ト', 'ド', 'マ', 'ル']","['ト', 'ド', 'マ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1780,1364,トブ,飛ぶ,7005,66.9614545,tobu,"['ト', 'ブ']","['ト', 'ブ']",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1781,1407,トマル,止まる,6722,64.2562308,tomaru,"['ト', 'マ', 'ル']","['ト', 'マ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1782,984,トメル,止める,9626,92.0158402,tomeru,"['ト', 'メ', 'ル']","['ト', 'メ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1787,866,トモナウ,伴う,10969,104.8537037,tomonau,"['ト', 'モ', 'ナウ']","['ト', 'モ', 'ナ', 'ウ']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1789,1295,トラエル,捕らえる,7428,71.0049513,toraeru,"['ト', 'ラエ', 'ル']","['ト', 'ラ', 'エ', 'ル']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1793,1957,トリアゲル,取り上げる,4822,46.093952,toriageru,"['ト', 'リ', 'ア', 'ゲ', 'ル']","['ト', 'リ', 'ア', 'ゲ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1796,1623,トリクム,取り組む,5835,55.7773143,torikumu,"['ト', 'リ', 'ク', 'ム']","['ト', 'リ', 'ク', 'ム']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1798,2163,トリダス,取り出す,4335,41.4386731,toridasu,"['ト', 'リ', 'ダ', 'ス']","['ト', 'リ', 'ダ', 'ス']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1801,113,トル,取る,79554,760.4641755,toru,"['ト', 'ル']","['ト', 'ル']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1804,1171,トレル,取れる,8247,78.8338494,toreru,"['ト', 'レ', 'ル']","['ト', 'レ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1816,1667,ナオス,直す,5668,54.1809456,naosu,"['ナオ', 'ス']","['ナ', 'オ', 'ス']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1817,2584,ナオル,直る,3507,33.5237432,naoru,"['ナオ', 'ル']","['ナ', 'オ', 'ル']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1820,1908,ナガス,流す,4979,47.5947297,nagasu,"['ナ', 'ガ', 'ス']","['ナ', 'ガ', 'ス']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1824,1620,ナガメル,眺める,5858,55.9971735,nagameru,"['ナ', 'ガ', 'メ', 'ル']","['ナ', 'ガ', 'メ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1827,1194,ナガレル,流れる,8097,77.3999853,nagareru,"['ナ', 'ガ', 'レ', 'ル']","['ナ', 'ガ', 'レ', 'ル']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
